Business_name,Username,Review Date,Visit Date,Review Title,Review Text,Rating
Theatro Cafe,MichVagabond,"December 20, 2016",December 2016,Great place for a drink after in town shopping,"Better than the cafes along the boardwalk, this cafe over the theater offers a view of the seafront and White Tower, away from the hustle and bustle, with comfy seating.",4.0
Theatro Cafe,weekender31,"October 25, 2016",July 2016,Nice place,"Nice place, with good view, and a nice terrace for the summer. Also hosts a lot of dancing and music events like tango, ballroom etc",4.0
Theatro Cafe,398gaiap,"September 30, 2016",August 2016,wow!,"We discovered it by chance and it was great! It is not so expensive, you can have dinner or only take a drink. the view is fantastic and the place is really nice. I recommend it",5.0
Paparazzi Street Cafe,217gadyh,"October 16, 2019",October 2019,"In the middle of shopping 🛍, coffee ☕️","In the middle of walking around the city that includes shopping and sites seeing, in one of the corners we found this nice coffee ☕️ , nice place good atmosphere and the coffee was good, the waiter really tried to help us to get the best coffee for each one of us with crazy requests , worth sitting there and relax",4.0
Paparazzi Street Cafe,jovicam58,"November 17, 2018",November 2018,Great street caffe,"Relaxed atmosphere, great coffee. Excellent stuff. Discovery of this visit of Thessaloniki. Definitely will come again 👍",5.0
Paparazzi Street Cafe,John M,"September 7, 2018",September 2018,Great coffee and chocolate drinks,My wife and I stopped for a drink after some shopping. Our waitress was super nice and gave us excellent suggestions. We settled on chocolate and coffee drinks. They were very good. Would love to go back but we are leaving tomorrow.,4.0
Paparazzi Street Cafe,Soulios,"August 2, 2016",August 2016,Quality coffee amazing atmosphere extraordinary cocktails great location they speak German English and a bit of Italian,They have all to make you feel comfortable and in a holiday mood ask the Barman for a cocktail try the club sandwich. laugh loud,5.0
Paparazzi Street Cafe,"vageliskos
Thessaloniki, Greece","November 19, 2015",November 2015,"Amazing coffee,nice location","The place is there for a few years. The coffee is amazing but the place used to be better. I hate the fact that they have occupied the excellent design and aesthetic pedestrian road with no shame (although I still like the place). They should not be so ""arrogant"" in terms of the occupied space and I will start taking coffee even more.",4.0
Paparazzi Street Cafe,Soulios,"May 9, 2015",,Paparazzi cafe,The best coffee and cocktails in town friendly people they speak German English and Italian you can feel the hart beat of the city,5.0
Dentrospito Tree House,traveling_as_local,"June 29, 2019",June 2019,Depends on the happening,"Not something special. Its a beautiful place but not so well managed.
For summer coffee its ok as it may not be that hot. At night it has some good parties regarding house and trance music and if it is windy it has good feeling.
Depending on situation it may be nice if you like the party.
Staff not so good and kind. Surrounding area is really dangerous at night.",3.0
Dentrospito Tree House,nickvankonst,"January 3, 2019",October 2018,"The correct place to have the classic Greek ""Frape"" coffee.","Minimal place with a tree inside the cafe.I believe is one of the best to take pleasure a morning traditional Greek ""Frape"" coffee",4.0
Dentrospito Tree House,chriskC3761ZW,"November 6, 2018",June 2018,Average,"The cafe is pretty average loud music , and not very commercial (techno music or similar).The sounding place and the location is pretty good but it could be a lot better.",3.0
Dentrospito Tree House,Eliophotos S,"August 23, 2017",June 2017,A summer day in the city.,"Its very nice situated in one of the most beautiful corners of the city centre.
Big variety of Coffees,alcohol bevereges etc.
It can get very crowded and the service tends to get worst when it is full. Neverthless you should visit it and enjoy a homemade lemonade in the heart of the city.",3.0
Dentrospito Tree House,"lucoh99
como","August 17, 2017",August 2017,Nice bar but slow service and expensive,"The location of this bar is wonderful, in Plateia Xanth, a big tree-lined avanue, that looks at the statue of Alexander the Great and the sea.
Service is very slow and unattentive, they do not show interest to the guests needs or allergies and they have a little menu where to order.
The food is not bad but you'll surely find better at lower or half price in Thessaloniki.",2.0
Dentrospito Tree House,sir_juliusz,"May 29, 2017",May 2017,Amazing place,"Been there many many times.. tha location is incredible, friendly staff, reasonable prices, a must-visit place!!",5.0
Dentrospito Tree House,"itsgeorgelith
Thessaloniki, Greece","April 8, 2017",April 2017,Regulars get the BEST service,"I am consider myself a regular to this place - depending that almost everyone knows me there. (even the lady that cleans the place hahahaha). Every time I get to order before I am ready they say Good Morning how are you today with a SMILE on their faces. When there is something new in the menu they tell me - would you like to try this ? I say ABSOLUTELY.
They just love when the place is filled up and they treat every costumer like he/she is special.
The WIFI connection is always on and VERY I mean VERY fast.
Pay a visit if you are nearby.",5.0
Dentrospito Tree House,xxxxxGreece,"August 29, 2016",August 2016,must visit,"The best place to have a coffee early in the morning, lunch or drinks and cocktails in the evening. Always full. Tasty food, great coffee, great cocktails. The perfect place to chill out during spring or summer time.",5.0
Dentrospito Tree House,"itsgeorgelith
Thessaloniki, Greece","August 10, 2016",June 2016,Another day in the city,"I walked through this place with a friend and decided to sit. Well. I wasn't expecting to be that kind of AMAZING. The atmosphere of the coffee place in the park is incredible.
I have never seen something like this before. We started with ordering coffee and then we ended up calling our friends to come and hang out with us... we ended up being 20 people eating food and then drinking wine. It was worth every single cent we spent there. The place was already filled with people and they were happy we were there.
The service was very quick and the waiters and waitresses were very friendly with us all.",5.0
Dentrospito Tree House,MichVagabond,"July 9, 2016",May 2016,Good place to meet friends for a drink,"Good cocktails, good music, nice atmosphere with the big tree. Locals playing chess and board games while you relax with a reasonably priced cocktail. Food is okay, nothing special, and service can be slow at peak times.",4.0
Dentrospito Tree House,"897irenh
Thessaloniki Region, Greece","April 25, 2016",April 2016,A very lively and nature-friendly place to go,"Just looking some 6 years back, i remember a very dull and faded cafe with a limited number of customers. Nevertheless, it has gradually grown into one of the most lively and populated cafes in the district. It is very good for families with children because children will have free space for bikes , or the little train ""trenaki"" in the park or just some room to play around.",5.0
Dentrospito Tree House,55nielsm,"September 1, 2015",August 2015,Relaxed shaded great cocktails,"Friendly English speaking staff, very good cocktails, some nice food to eat and share. Good place to hang back",4.0
Dentrospito Tree House,sotirisp519,"July 9, 2015",August 2014,Nice chill out bar,"Nice outdoor bar , with locals and young people. Casual dressing, nice coctails and beers. Nice for talking and starting the night. Provide some snacks along with the drinks. No reservation required. First come first serve.",5.0
Dentrospito Tree House,elena999135,"June 7, 2015",June 2015,Good 'tapas like' and sandwhiches,"For 23 euros we had a big greek salad, 4 small but really good cheese balls with grape and jam dressing, cold cut meze and two small beers. It came with some chips, bread and water. Good and fast service, nice atmosphere",4.0
Dentrospito Tree House,Q5032OLgiovannig,"March 27, 2015",June 2014,ok..,"nice place , terrible service , really terrible.............................................................................................................",3.0
Dentrospito Tree House,iiakovos,"October 18, 2014",October 2014,Just lovely!,"Pros: Excellent food with special recipes and tastes that are not usually around. The music it great and the drinks as well. The design is very distinct, warm and earthy with mostly wooden furniture and colourful lighting. The area where it's set is very very good as well.

Cons: It was hard to find the waiter(s)",4.0
Dentrospito Tree House,Robin H,"September 4, 2014",July 2014,Big plate of delicious food,"Took a quick lunch at this restaurant after a long day in the city and I am so happy I did. Very filling food, big plates with lots of flavours and a delicious piece of bread with it. They are located a bit further away than most restaurants but after being by the white tower it is an obvious place to visit. The free wifi were a big hit, especially for being a tourist without internet on my phone.",4.0
Dentrospito Tree House,evisalonica,"July 15, 2014",July 2014,great night out,"This place is ideal during summer time, it has a great relaxed atmosphere, tasty coctails, friendly staff, perfect location under the tress and view to the sea! It feels like you're on holiday although it is in the center of a big city!",5.0
Dentrospito Tree House,"Duncan M
Halifax, United Kingdom","June 17, 2014",June 2014,Great for a leisurely lunch,"I can't believe no one has reviewed this before - its a good restaurant in the park just a short stroll inland from the statue of Alexander the Great. Loads of outside seating so a good choice in good weather. When we went it was packed with locals - always a good sign. Particularly good for meze with lots of unusual dishes - the fava is delicious, as are the fried potatoes, and my friend enjoyed the selection of sausages",5.0
Dentrospito Tree House,"iiakovos
Thessaloniki, Greece","October 18, 2014",October 2014,Just lovely!,"Pros: Excellent food with special recipes and tastes that are not usually around. The music it great and the drinks as well. The design is very distinct, warm and earthy with mostly wooden furniture and colourful lighting. The area where it's set is very very good as well.

Cons: It was hard to find the waiter(s)",4.0
Dentrospito Tree House,Robin H,"September 4, 2014",July 2014,Big plate of delicious food,"Took a quick lunch at this restaurant after a long day in the city and I am so happy I did. Very filling food, big plates with lots of flavours and a delicious piece of bread with it. They are located a bit further away than most restaurants but after being by the white tower it is an obvious place to visit. The free wifi were a big hit, especially for being a tourist without internet on my phone.",4.0
Dentrospito Tree House,evisalonica,"July 15, 2014",July 2014,great night out,"This place is ideal during summer time, it has a great relaxed atmosphere, tasty coctails, friendly staff, perfect location under the tress and view to the sea! It feels like you're on holiday although it is in the center of a big city!",5.0
Dentrospito Tree House,"Duncan M
Halifax, United Kingdom","June 17, 2014",June 2014,Great for a leisurely lunch,"I can't believe no one has reviewed this before - its a good restaurant in the park just a short stroll inland from the statue of Alexander the Great. Loads of outside seating so a good choice in good weather. When we went it was packed with locals - always a good sign. Particularly good for meze with lots of unusual dishes - the fava is delicious, as are the fried potatoes, and my friend enjoyed the selection of sausages",5.0
Castello Cafe,Explorer788390,"September 29, 2022",May 2022,Great coffee,"They serve the best Greek coffee in Thessaloniki. It made my day. We also had sherbet and ice cream, both were very tasty.",5.0
Castello Cafe,qileri,"September 3, 2022",September 2022,View,Located by the sea offers excellent relaxing view. A bit slow service but ok. They serve the ice cream on the house for every costumer.,4.0
Castello Cafe,"penelopep75
Rome, Italy","July 19, 2021",June 2021,Would only recommend in the day time,The service in the evening is very slow . During the day the girls that work here are very attentive. The customer is not king in the evening. We had to wait ages to be served and even simple requests like asking for salt or ketchup seemed to be a bother.,2.0
Castello Cafe,"355niamhd
Dublin, Ireland","October 22, 2020",October 2020,Terrible hygiene (during Covid) and terrible service,"I went here for a coffee with my boyfriend. He received his Freddo Espresso accompanied with a glass of water and a chocolate ganache-style dessert. Unfortunately, his water had a very long piece of black hair floating in it. I told the waiter and he offered no apology, he just changed the water for a new glass. my boyfriend then ate his dessert and after a few bites he bit on a small piece of metal which was inside the desert. I then gave the piece of metal to the waiter and once again he offered no apology as he took the piece of metal, said ""ok"" and walked off. This happened on the day of the highest COVID cases recorded in Greece (22nd of October 2020), no wonder.",1.0
Castello Cafe,"andreashonig
Vienna, Austria","July 12, 2020",July 2020,Really enjoined todays stay,Really enjoined todays stay - service staff helpful and friendly - next to the sea - great urban look and feel - restroom clean - liked it a lot - will come back as soon as I’m back in town - actually opening hours are not correct on TripAdvisor,5.0
Castello Cafe,959christosc,"January 1, 2020",January 2020,Worth visiting cafeteria,Located by the sea very close to white tower... This cafeteria offers a wide selection of coffees hot and alcoholic drinks. Liked the design and the professional service,4.0
Castello Cafe,starter_the_m,"August 31, 2019",August 2019,Priceless view with very good service,"Urban and modern cafe bar with friendly staff. Wide range of drinks and snacks. If you’re a gin&tonic lover, order one here, you won’t be sorry...",4.0
Castello Cafe,REDMAN5314,"February 1, 2019",March 2018,Coffee in front of the sea,"Quality coffee and services. The truth is that we stayed there for some hours, but the staff didn't throw us out! Accessible location.",5.0
Castello Cafe,dan b,"September 20, 2018",September 2018,GOOD COFFEE SHOP,It is a very nice bar/caffe with a wude wariety of drinks. Located on the sea side and in the evening it is a pleasure to spend there an evening. Service was good and efficient. I will recommend the frapee with Irish cream,4.0
Castello Cafe,dimitris_ice_beer,"January 26, 2018",January 2018,Seaside coffee,"Nice coffee with a view over the sea. Nikis Avenue has many options like this. Smoking is only allowed outside, free wifi is also available.",4.0
Castello Cafe,nikos t,"November 21, 2017",November 2017,noteworthy coffee,"One of the remarkable cafes of Thessaloniki's beach, with good service, a variety of beverages, with a beautiful view of the Thermaikos gulf and slightly expensive prices",4.0
Castello Cafe,"Carole H
Warrington, United Kingdom","November 9, 2017",November 2017,Sunny November drinks,Sitting by the seafront on a sunny November afternoon. Be careful where you sit as the sun can glare in your eyes . Weatherproof Sofas outside with Burberry print . Large beer and Negroni 12 euros lots of bar snacks with them cheese and biscuits crisps and mixed nuts . Very comfy bar .,5.0
Castello Cafe,maniac_the_evil,"July 2, 2017",July 2017,Perfect place in Thessaloniki,Amazing services with very good prices. Enjoyable atmosphere and not so crowdy. Definetly a must go. Located near the sea offers amzong views.offers all drinks you like,5.0
Castello Cafe,"august01
London, United Kingdom","June 2, 2017",June 2017,"Nice bar/cafe looking out to sea, with great chocolate milkshake!","Seriously, this place is worth visiting for its awesome chocolate milkshake (5.80 euro). I've had two in two days! First time I was given a little chocolate mousse to go with it and some crisps, second time we were given small biscuits. Hubby had a Mythos beer (5 euros). Pleasant.",4.0
Castello Cafe,Teekay6391,"May 21, 2017",May 2017,Recommended,"Nice little café at the promenade of Thessaloniki. Prices are standard, quality good. Enjoyed the atmosphere here.",4.0
Castello Cafe,mrdarling12,"April 4, 2017",March 2017,Friendly place with wonderful view,In this place you can enjoy a wonderful view and also people passing by.The staff is very friendly and the big smile on their faces is absolutely real.,4.0
Castello Cafe,Bulgaria87,"March 6, 2017",March 2017,Nice cafe,Nice place for coffee & breakfast & drinks in the night. Waffles are very very big! Prices are ok. Free choci cream is served to each customer.,5.0
Castello Cafe,Chrysanthos_Bambu,"November 11, 2016",October 2016,A cup of coffee near the sea.,"One of the spacious although quite places to have a coffee near the sea. Usually busy before lunchtime and after sunset. There is also an upper floor providing a nice view, which is a plus since most of the other coffee shops don't have it.",4.0
Castello Cafe,"MattStrat29
Edinburgh, United Kingdom","September 9, 2016",September 2016,Don't come as a solo,"Today I attempted to have coffee at this café. As I did not end up having coffee I can only comment on the service.
Upon entering this virtually empty café at around 9.30am this morning, I sat in street view seat enjoying the sun before it became too hot.
A waiter came over and I gave him my order. He then asked if I was waiting for anyone else which I wasn't. I was then informed that all outside seating is reserved for parties of two or more. Having asked where the single person seating was and informed that it was inside, I made my decision to leave.
If this is the company policy then maybe signage informing potential patrons would be helpful.
It is also nice to know that the Greek economy does not require the tourism euros of a single travel without children, a mortgage or car repayments. The taxpayers of Europe can breath a sigh of relief that another ECB/IMF bailout is not required.",1.0
Castello Cafe,irene4them,"September 5, 2016",February 2016,Enjoy a cup of coffee,"One of the best places in town to enjoy a cup of coffee with your friends. Good and fast service, friendly environment.",4.0
Castello Cafe,Spase14,"August 24, 2016",August 2016,Very nice,"The cafe has nice view to the sea. It is at the good place, next to the pedestrean street and the sea. The drinks and the coffee are very good.",5.0
Castello Cafe,mrdarling12,"April 4, 2017",March 2017,Friendly place with wonderful view,In this place you can enjoy a wonderful view and also people passing by.The staff is very friendly and the big smile on their faces is absolutely real.,4.0
Castello Cafe,Bulgaria87,"March 6, 2017",March 2017,Nice cafe,Nice place for coffee & breakfast & drinks in the night. Waffles are very very big! Prices are ok. Free choci cream is served to each customer.,5.0
Castello Cafe,Chrysanthos_Bambu,"November 11, 2016",October 2016,A cup of coffee near the sea.,"One of the spacious although quite places to have a coffee near the sea. Usually busy before lunchtime and after sunset. There is also an upper floor providing a nice view, which is a plus since most of the other coffee shops don't have it.",4.0
Castello Cafe,"MattStrat29
Edinburgh, United Kingdom","September 9, 2016",September 2016,Don't come as a solo,"Today I attempted to have coffee at this café. As I did not end up having coffee I can only comment on the service.
Upon entering this virtually empty café at around 9.30am this morning, I sat in street view seat enjoying the sun before it became too hot.
A waiter came over and I gave him my order. He then asked if I was waiting for anyone else which I wasn't. I was then informed that all outside seating is reserved for parties of two or more. Having asked where the single person seating was and informed that it was inside, I made my decision to leave.
If this is the company policy then maybe signage informing potential patrons would be helpful.
It is also nice to know that the Greek economy does not require the tourism euros of a single travel without children, a mortgage or car repayments. The taxpayers of Europe can breath a sigh of relief that another ECB/IMF bailout is not required.",1.0
Castello Cafe,irene4them,"September 5, 2016",February 2016,Enjoy a cup of coffee,"One of the best places in town to enjoy a cup of coffee with your friends. Good and fast service, friendly environment.",4.0
Castello Cafe,Spase14,"August 24, 2016",August 2016,Very nice,"The cafe has nice view to the sea. It is at the good place, next to the pedestrean street and the sea. The drinks and the coffee are very good.",5.0
Ristretto Wine Bar,REDMAN5314,"March 22, 2019",May 2018,Cool place,A night out with friends and great music. Loved that place and the neighborhood especially. It would be great if you go in the summer time.,5.0
Ristretto Wine Bar,cappleton2,"September 6, 2017",September 2017,great bar,"always met friends here and then had a night cap. really friendly bar staff, good selection of drinks too",5.0
Ristretto Wine Bar,Jeff B,"August 16, 2016",August 2016,Coffee just right,"Coffee in Greece is controversial.....so a place like this is essential for tourists. Great location, coffee, staff.",5.0
Ristretto Wine Bar,ioanna31,"June 4, 2015",May 2015,very good choice for coffee,really liked the espresso and the freshly squeezed orange juice.Good prices also!room service was fast.,4.0
Ristretto Wine Bar,"AnastasiaGhighis
Athens, Greece","March 13, 2015",February 2015,a cousy pleasant corner in Ladadika,I happen to spend sometime in Thessaloniki . I did try the ristretto wine bar because it was a min away from the hotel i stayed the diamond suites .The coffe was very good but i also enjoyed lunch there .Their wine list is good and the service very friendly,5.0
Cafe Nikis 35,Evgenia365,"December 26, 2017",December 2017,All time classic cafe,When everything else changes Nikis 35 stays the same for the last oh so many years. I love this place because it literally underground. Coffee is good but the feeling is great and the view is greater! Have a short break at Nikis 35 to feel like a local.,4.0
Cafe Nikis 35,muster c,"December 4, 2016",December 2016,For easy-going night outs,"Small but fun bar. Not very loud music with a soft and woody focused decoration. It has tables on the outside too which offers a nice view of the sea. Could place to listen to some tunes and be able to make a conversation with someone.
It makes a great choise for a cozy night out.",3.0
Cafe Nikis 35,KleioKavala,"November 19, 2013",November 2013,do not miss it,"Perfect for a coffee enjoying the view,so different from the others of the road. in front of the sea,always busy road and noisy,this local has excellent music and an atmosphere unique. Loved it !",5.0
Cafe Nikis 35,"Michael W
Trelleborg, Sweden","November 21, 2012",November 2012,Excellent atmosphere for relaxation,"It is place when you enter you feel welcome and it is easy to meet and discuss with locals. Good beer and drinks served by friendly staff and also good food before 18.00, afterwards there are sandwiches of different kinds. You just have to ask for it.",4.0
Cafe Nikis 35,vivi s,"October 21, 2012",October 2012,relaxing,you can drink your coffe or beer listen to great music and enjoy the sea view.from morning untill late at night you will always find a friend to talk with!!!!!!!!,5.0
Cafe Nikis 35,ourliaxto,"October 3, 2012",,A classic style cafe,"Very good atmosphere,good service,good drinks.It is a good place to hang out when you want a relaxing atmosphere",4.0
Cafe Nikis 35,jmal127,"March 24, 2012",,Classic bar at Thessaloniki...,"A classic place situated at the water front of the city. Don't expect a luxurious bar or something, but a nice friendly atmosphere, nice drinks and music. The bar is there since I remember myself, which obviously might mean something about its quality.",4.0
Astoria Kafeneio,VerenaKyratzes,"February 9, 2019",February 2019,Relaxed City Center Coffee,"Nixe little coffee place right in the center of town, looking out onto the palace ruins on Platia Navarinou. The cafe has ample shady outdoor seating and the inside is cozy and hard-rock themed. The coffee was excellent and reasonably priced and the waitress was friendly. Only niggle is that the inside is quite loud, making conversations difficult. Otherwise great place, great coffee.",4.0
Astoria Kafeneio,chrisgka,"July 12, 2018",July 2018,Experience,One of the best coffee places in the center of thessaloniki if you really want to taste a good coffee you have to visit this place!!!,5.0
Astoria Kafeneio,JBegas,"March 3, 2018",February 2018,"Historical, rock kafeneion downtown Thessaloniki","Located at Navarino Square , just in front og the Galerius Roman Palace, Astoria has a wonderful location. Historical kafeneion, located here since 1969, has been the meeting point for thousands aand thousands of students. Ideal for tourists, especially the sunny days.",5.0
Re,penelopep75,"August 26, 2018",August 2018,The best restaurant in thessaloniki,"Dioyenous on Dioyenous 22 kato toumb a is to Die for. I had the Dioyenous salad and grilled sardines with hand Cut chips and melinzano salad and I was licking my fingers.
The ouzo is amazing!
Two of us paid 16 each.
Its authentic and full of Greeks.
I will definitely come here again.its off the beate track but it only cost us 3 euro 50 by cab from kamara. Plus the ice cream and chocolate cake was on the house.",5.0
Re,HA12014,"May 25, 2018",May 2018,Nice place...!,Nice and relaxing place to have a coffee and hang out with friends ... the decor was nice too and the coaches were comfortable too.,4.0
Re,"smaatje
Maastricht, The Netherlands","February 25, 2017",February 2017,"Overpriced, average food.","Went here for an afternoon snack with a cup of coffee.
First of all, the coffee costs around €3.50; which is high for Greek standards.

The food menu is very tiny; just a few toast and nothing that stands out.
The sandwich I ordered was fair for the price, but was mostly cheap cheese and soft bread. Others drinks like the chocolate milk (€5.50!) are rich in chocolate, but the balance is off which makes it too heavy to drink.

I would say overall the menu is way overpriced. Just go one street parallel and get much better value for money.

Did not try any of the alcoholic drinks, in which they might be better.",3.0
Re,Sukran D,"December 21, 2014",,Cute cafe,"Really friendly workers and cool place. If you want to visit local cafe, you should go there. Price is normal, not expensive.",5.0
Shed,lexie_fel,"June 20, 2022",June 2022,Speciality coffee at its finest,"If you are looking for excellent coffee, refreshing cocktails and delicious banana bread, try The Shed!
Located at the heart of the city centre, in Thessaloniki’s new urban neighborhood.
Polite and professional baristas and a hype that you can not easily find.
Highly recommend to try their famous Cold brew and the Blueberry Matcha!",5.0
Shed,Angelle_Lfk,"June 6, 2022",June 2022,Peeerrrfect matcha!,"Amazing coffee spot in the centre of Thessaloniki. Delicious little snacks, quality coffee and matcha. I also went there with my dog and they had special treats for him too. The vibe is one of a kind. You should definitely visit this place !!",5.0
Shed,SotirisMor,"June 4, 2022",June 2022,The best Specialty Coffee shop in Thessaloniki,"Perfect coffee, nice location in the city center, good vibe for early drinks. Eco friendly with recyclable cups",5.0
Shed,sealine150,"June 4, 2022",June 2022,"Excellent services, amazing place, specialty coffee",Best coffee! You can taste specialty coffee in the town of thessaloniki!!! Recommended for coffee lovers!!!!!!,5.0
CafeOino Thessaloniki,makis2000,"April 23, 2023",April 2023,Nice spot in rotonta and kamara,"Nice spot at the center of Thessaloniki with nice view of ancient kamara and rotonda in the corner ,the food is very nice and tasty for brunch and breakfast and very nice coffe .service is good",5.0
CafeOino Thessaloniki,"PopisteanuG
Bucharest, Romania","September 11, 2018",August 2018,"iAte there, nice place to have a coffee","you could have definitely a good coffee, close to Rotonda, on a nice terrace, with friendly staff
but the place is also nice for having a burger, a sandwich or a baguette, or maybe a tortilla

we tried it into the morning, and it was the proper location to eat something first to visit Rotonda and to go down to the White Tower",4.0
CafeOino Thessaloniki,LazarosKoul,"July 1, 2018",May 2018,Friendly place for a casual drink,"Friendly and cheerful staff, better than average coffee usually young university students around, give it a try.",4.0
CafeOino Thessaloniki,"Carole H
Warrington, United Kingdom","November 7, 2017",November 2017,All day bar,"Very young , vibrant bar seating inside and outside. Heaters and sofas make it really comfy. Attentive service . No beer on tap when we were there waiting for ?? Not sure why but bottled beer fine . Had rose cocktail very nicely presented. Cost 8.50 euros for the two drinks . Busy corner opposite the rotunda good to watch the world go by .",4.0
CafeOino Thessaloniki,Manibrsk,"August 4, 2017",August 2017,Walking Past,Great little trendy cafe shop near the Rotanda in Thessaloniki. Coffee Freddo & Frappe was well mad as I have had terrible ones in Thessaloniki. In short great for a quick break whilst walking to the many attractions that Thessaloniki has to offer.,3.0
CafeOino Thessaloniki,"Dimitris L
Sydney, Australia","July 21, 2017",April 2017,Nice cafe,"We visited this cafe twice. We sat at a table outside, as it was quite a lovely day on both occasions, and had a cup of coffee. The prices were very reasonable, quite cheap in fact, and the coffee was great, served with a glass of water. On both occasions we visited the cafe was quite busy with almost all tables taken, by what appeared to be mostly younger people. A lovely cafe worth visiting.",4.0
Cafe Loux,MidlifeTravelling,"September 10, 2022",September 2022,great find!,"The atmosphere, staff and the owner are fabulous. Music, drinks at a reasonable price, when in Thessalonki this is a great experience !",5.0
Cafe Loux,Tamara15782,"June 17, 2022",June 2022,Stopped for coffee,It is a cafe bar. The staff is very nice and they had a small black kitten outside that they take care of that was very cute and playful :),5.0
Cafe Loux,Ellh C,"February 3, 2020",February 2020,coffee and drinks,I had coffee and drinks many times with my friends or even alone. I like going there and working alone on my lap top or drinking drinks in the evenings. I totally recommend it.,5.0
Cafe Loux,"Carol A S
Marietta, Georgia","January 23, 2020",June 2019,"Art decco interior, friendly staff","Cafe Loux is a classic coffee bar, overlooking the Roman Forum. It has an art-decco interior and calm atmosphere. The coffee is OK (not great), and the staff is friendly. I stopped in for an afternoon coffee break, and liked the calm atmosphere where I could recharge my energy after hours of walking around town I enjoyed some little sugary cakes with the coffee. I think beer was available, but I did not try it. The cafe seemed like a good place to hang out with friends. The dining area was tidy, and there were a few tables on the street.",4.0
Cafe Loux,akisbadm,"August 4, 2019",July 2019,Lux,Excellent environment with friendly personell and quallity at their products. Try their iced irish coffee .,5.0
Cafe Loux,Ellh C,"April 15, 2019",April 2019,Relaxation,"I usually go there in the evening for drinks. I have also tried coffee in the afternoon. The place is easy going, you can calm down, nice music, it's not loud so you can talk with your friends. Especially in the summer you can sit outdoors it's excellent. the view is magnificent.",4.0
Cafe Loux,s k,"May 8, 2017",May 2017,like home,Loux is my second home. The most comfy place to meet friends and enjoy your coffee/beer or grab a snack. Also it's the place where many artists meet and create beautiful projects together. tip: really good raki!,5.0
Cafe Loux,"NikoM949
Essen, Germany","June 12, 2016",June 2016,great,"A very nice, tidy, clean and fairly priced café just beneath the Hotel Orestias Kastorias right above the Ancient Greek market and Roman Forum, where you will get excellent coffee (from Greek coffee over cappuccino with a decent milk froth on top up to stylish Fredoccino etc.), all sort of refreshments and decent breakfasts and snacks in the morning. During the dawn and the evening the cafés turns into a very nice and good mixture of café and bar with guests in the twenty-thirty-something range of age. The WLAN-net is of a good quality. There are also tables outside where you can sit for hours and witness another one of these silken nights in Thessaloniki.",4.0
Cantina Manara,spiros p,"May 19, 2023",May 2023,Μοναδικό στο στυλ του,Καταπληκτικά κοκτειλ πολυ ωραιος undergound χώρος Φαγητο σουπερ και ωραιο κλιμα! Το προτεινω ανεπιφύλακτα!,5.0
Cantina Manara,T1914UQ_,"February 20, 2023",February 2023,BURGERS & COCKTAILS,Η Καλύτερη επιλογή για νόστιμα Burger Και γευστικά Cocktails!Υπέροχη ατμόσφαιρα ιδανική επιλογή για μια βόλτα στο κέντρο,5.0
Cantina Manara,Johnisu,"February 20, 2023",February 2023,Cocktails & Burger,Εξαιρετικά Coctails και Burger στο κέντρο της πόλης. Πολύ νόστιμο το burger και μεγάλη πληθώρα από Cocktails.,5.0
Cantina Manara,Sonia C,"February 18, 2023",February 2023,Συνδυασμός cocktail και burger!,"Πρωτότυπος συνδυασμός κοκτέιλς και burgers. Και για αυτούς που δεν πίνουν αλκοόλ, τα μοκτέιλς είναι εξαιρετικά! Για το design τι να πω .. !!! Όαση!!",5.0
Colored Coffee,LizTols,"August 31, 2021",August 2021,Great frappe,"Since this was close to where I was staying, I decided to give it a try. Since it is tucked away, it was a little difficult to find, but I managed to locate it. It was my first morning there after a long flight, and my first morning ever in Greece, so I decided to keep my order simple, and I asked for a decaf coffee with milk. They asked if I wanted medium sugar with it, to which I agreed. They must have pegged me as an American right away. Then they asked if I wanted a frappe. Thinking Starbucks, I said yes. In Greece, that just means over ice. But it was so good, I went back again and got the same thing. Perfect for a warm morning.",5.0
Colored Coffee,Alexandros S,"November 11, 2017",November 2017,"Beautiful, warm and...colorful cafe!",One of my personal favourite spots in town. Dont miss except the colored coffee the...selfie donuts were you send your favourite picture to the cafe's facebook page and in a few minutes they are bringing you a donut with that picture on it! :)),5.0
Colored Coffee,310markt,"July 7, 2016",July 2016,Fabulous chocolate,Stumbled across this little street cafe by accident and did not regret it. Had a fantastic cold chocolate drink which came with smarties for my daughter! Excellent if you have had enough frappes and cappuccinos hot or cold.,5.0
Coffee Island,REDMAN5314,"April 17, 2019",June 2018,Coffee with friends,"I really like that coffee. Even though it's a chain cafe, it has a quality that I prefer. And get together with friends!",5.0
Crema Roastery_Premium Breakfast,"marizafe
Thessaloniki, Greece","March 2, 2021",March 2021,Καφεδάκι και γλυκάκι!,Ωραία επιλογή να πάρεις το καφεδάκι σου και φυσικά να το συνδυάσεις με αυτά τα εξαιρετικά μπισκότα με κρέμα(Red velvet)!,5.0
Crema Roastery_Premium Breakfast,Anthimos R,"October 11, 2020",October 2020,Καταπληκτικό,Εξαιρετικός καφές και πεντανόστιμα φρέσκα γλυκά και σάντουιτς κάθε μέρα. Ένα μικρό διαμάντι στην αρχή της Άνω πόλης!,5.0
